ritz_wl_air(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"434.01278"	"1.2e+07"	D	"2.70791527"	"5.56380704"	7	5		
"434.14519"	"6.4e+05"	E	"2.70878630"	"5.56380704"	5	5		
"434.31671"	"3.6e+06"	D	"2.70991379"	"5.56380704"	3	5		
"434.450128"	"1.1e+07"	C	"1.00367492"	"3.85669178"	7	9		
"434.50770"	"9.8e+06"	D	"3.36940787"	"6.2220467"	3	5		
"434.681838"	"9.0e+06"	D	"2.98256889"	"5.83406495"	11	9		
"434.74981"	"1.9e+06"	D	"2.98716595"	"5.8382162"	5	3		
"435.104951"	"4.18e+06"	B	"0.96841324"	"3.81713644"	3	3		
"435.176220"	"1.2e+07"	C	"1.03000806"	"3.87826474"	9	11		
"435.39399"	"1.3e+07"	D	"3.37521461"	"6.2220467"	5	5		
"435.67554"	"2.2e+06"	D	"3.01062753"	"5.85561994"	9	11		
"435.75200"	"6.8e+06"	D	"3.36779583"	"6.21228906"	1	3		
"435.962444"	"5.4e+06"	C	"0.98287742"	"3.82599758"	5	5		
"436.29525"	"3.2e+06"	D	"2.87187333"	"5.71282481"	1	3		
"436.312902"	"1.6e+07"	D	"2.96741996"	"5.80825650"	9	7		
"436.82543"	"2.1e+06"	D	"3.01329987"	"5.8508033"	7	9		
"436.89148"	"5.8e+06"	D	"3.37521461"	"6.21228906"	5	3		
"437.07616"	"2.5e+06"	D	"3.9795577"	"6.8154335"	13	15		
"437.0885"	"5.0e+06"	D	"3.85036371"	"6.686159"	11	9		
"437.127465"	"4.1e+06"	C	"1.00367492"	"3.83921781"	7	7		
"437.325478"	"5.24e+05"	B	"0.98287742"	"3.81713644"	5	3		
"437.36473"	"2.8e+07"	D	"4.4473700"	"7.2813746"	9	9		
"437.415357"	"1.03e+07"	C	"3.00044215"	"5.83411881"	13	11		
"437.533013"	"7.2e+06"	D	"2.98256889"	"5.81548356"	11	9		
"437.67945"	"3.2e+07"	D	"4.4552365"	"7.28720337"	13	13		
"437.754375"	"3.3e+06"	D	"2.91511324"	"5.74659540"	3	5		
"437.97770"	"1.9e+06"	D	"3.01279642"	"5.84283485"	5	7		
"438.11097"	"1.0e+07"	D	"2.70878630"	"5.5379638"	5	3		
"438.28564"	"3.0e+06"	D	"2.70991379"	"5.5379638"	3	3		
"438.497500"	"2.7e+06"	D	"1.03000806"	"3.85669178"	9	9		
"438.737503"	"5.4e+06"	D	"2.91511324"	"5.74025070"	3	3		
"439.175079"	"2.88e+05"	B	"1.00367492"	"3.82599758"	7	5		
"439.35259"	"7.e+05"	E	"2.96741996"	"5.78860234"	9	7		
"439.72365"	"1.0e+07"	D	"3.01114742"	"5.82994917"	3	3		
"439.98105"	"9.8e+06"	D	"3.01279642"	"5.82994917"	5	3		
"441.029753"	"6.7e+06"	D	"3.01279642"	"5.82325049"	5	5		
"441.096112"	"2.3e+06"	D	"2.98256889"	"5.79260016"	11	9		
"441.108773"	"1.3e+07"	D	"3.01329987"	"5.82325049"	7	5		
